Company,Week,Demographic,Book,Units Sold,Revenue,Profit
Waterstones,52,Young Adult (20-35),Ladies Night,57,541.5,227.42999999999998
Waterstones,52,Young Adult (20-35),Joyride,151,1434.5,602.49
Waterstones,52,Young Adult (20-35),Stranglehold,169,1605.5,674.31
Waterstones,52,Adult (36-55),The Girl Next Door,118,1121.0,470.82
Waterstones,52,Adult (36-55),Off Season,170,1615.0,678.3
Waterstones,52,Adult (36-55),Offspring,109,1035.5,434.90999999999997
Waterstones,52,Adult (36-55),Red,123,1168.5,490.77
Waterstones,52,Adult (36-55),The Lost,165,1567.5,658.35
Waterstones,52,Adult (36-55),Ladies Night,48,456.0,191.51999999999998
Waterstones,52,Adult (36-55),Joyride,50,475.0,199.5
Waterstones,52,Adult (36-55),Stranglehold,32,304.0,127.67999999999999
Waterstones,52,Older Adult (56+),The Girl Next Door,125,1187.5,498.75
Waterstones,52,Older Adult (56+),Off Season,151,1434.5,602.49
Waterstones,52,Older Adult (56+),Offspring,83,788.5,331.17
Waterstones,52,Older Adult (56+),Red,196,1862.0,782.04
Waterstones,52,Older Adult (56+),The Lost,185,1757.5,738.15
Waterstones,52,Older Adult (56+),Ladies Night,180,1710.0,718.1999999999999
Waterstones,52,Older Adult (56+),Joyride,143,1358.5,570.5699999999999
Waterstones,52,Older Adult (56+),Stranglehold,192,1824.0,766.0799999999999
WHSmith,1,Teen (13-19),The Girl Next Door,21,199.5,69.82499999999999
WHSmith,1,Teen (13-19),Off Season,105,997.5,349.125
WHSmith,1,Teen (13-19),Offspring,89,845.5,295.92499999999995
WHSmith,1,Teen (13-19),Red,68,646.0,226.1
WHSmith,1,Teen (13-19),The Lost,196,1862.0,651.6999999999999
WHSmith,1,Teen (13-19),Ladies Night,60,570.0,199.5
WHSmith,1,Teen (13-19),Joyride,165,1567.5,548.625
WHSmith,1,Teen (13-19),Stranglehold,82,779.0,272.65
WHSmith,1,Young Adult (20-35),The Girl Next Door,160,1520.0,532.0
WHSmith,1,Young Adult (20-35),Off Season,97,921.5,322.525
WHSmith,1,Young Adult (20-35),Offspring,176,1672.0,585.1999999999999
WHSmith,1,Young Adult (20-35),Red,168,1596.0,558.5999999999999
WHSmith,1,Young Adult (20-35),The Lost,97,921.5,322.525
WHSmith,1,Young Adult (20-35),Ladies Night,154,1463.0,512.05
WHSmith,1,Young Adult (20-35),Joyride,100,950.0,332.5
WHSmith,1,Young Adult (20-35),Stranglehold,152,1444.0,505.4
WHSmith,1,Adult (36-55),The Girl Next Door,65,617.5,216.125
WHSmith,1,Adult (36-55),Off Season,95,902.5,315.875
WHSmith,1,Adult (36-55),Offspring,51,484.5,169.575
WHSmith,1,Adult (36-55),Red,71,674.5,236.075
WHSmith,1,Adult (36-55),The Lost,182,1729.0,605.15
WHSmith,1,Adult (36-55),Ladies Night,194,1843.0,645.05
WHSmith,1,Adult (36-55),Joyride,84,798.0,279.29999999999995
WHSmith,1,Adult (36-55),Stranglehold,65,617.5,216.125
WHSmith,1,Older Adult (56+),The Girl Next Door,144,1368.0,478.79999999999995
WHSmith,1,Older Adult (56+),Off Season,161,1529.5,535.3249999999999
WHSmith,1,Older Adult (56+),Offspring,63,598.5,209.475
WHSmith,1,Older Adult (56+),Red,184,1748.0,611.8
WHSmith,1,Older Adult (56+),The Lost,104,988.0,345.79999999999995
WHSmith,1,Older Adult (56+),Ladies Night,186,1767.0,618.4499999999999
WHSmith,1,Older Adult (56+),Joyride,141,1339.5,468.825
WHSmith,1,Older Adult (56+),Stranglehold,88,836.0,292.59999999999997
WHSmith,2,Teen (13-19),The Girl Next Door,53,503.5,176.225
WHSmith,2,Teen (13-19),Off Season,77,731.5,256.025
WHSmith,2,Teen (13-19),Offspring,72,684.0,239.39999999999998
WHSmith,2,Teen (13-19),Red,107,1016.5,355.775
WHSmith,2,Teen (13-19),The Lost,20,190.0,66.5
WHSmith,2,Teen (13-19),Ladies Night,146,1387.0,485.45
WHSmith,2,Teen (13-19),Joyride,33,313.5,109.725
WHSmith,2,Teen (13-19),Stranglehold,81,769.5,269.325
WHSmith,2,Young Adult (20-35),The Girl Next Door,78,741.0,259.34999999999997
WHSmith,2,Young Adult (20-35),Off Season,117,1111.5,389.025
WHSmith,2,Young Adult (20-35),Offspring,89,845.5,295.92499999999995
WHSmith,2,Young Adult (20-35),Red,85,807.5,282.625
WHSmith,2,Young Adult (20-35),The Lost,33,313.5,109.725
WHSmith,2,Young Adult (20-35),Ladies Night,195,1852.5,648.375
WHSmith,2,Young Adult (20-35),Joyride,151,1434.5,502.075
WHSmith,2,Young Adult (20-35),Stranglehold,31,294.5,103.07499999999999
WHSmith,2,Adult (36-55),The Girl Next Door,178,1691.0,591.8499999999999
WHSmith,2,Adult (36-55),Off Season,80,760.0,266.0
WHSmith,2,Adult (36-55),Offspring,176,1672.0,585.1999999999999
WHSmith,2,Adult (36-55),Red,109,1035.5,362.42499999999995
WHSmith,2,Adult (36-55),The Lost,122,1159.0,405.65
WHSmith,2,Adult (36-55),Ladies Night,83,788.5,275.97499999999997
WHSmith,2,Adult (36-55),Joyride,39,370.5,129.67499999999998
WHSmith,2,Adult (36-55),Stranglehold,165,1567.5,548.625
WHSmith,2,Older Adult (56+),The Girl Next Door,182,1729.0,605.15
WHSmith,2,Older Adult (56+),Off Season,120,1140.0,399.0
WHSmith,2,Older Adult (56+),Offspring,85,807.5,282.625
WHSmith,2,Older Adult (56+),Red,105,997.5,349.125
WHSmith,2,Older Adult (56+),The Lost,101,959.5,335.825
WHSmith,2,Older Adult (56+),Ladies Night,69,655.5,229.42499999999998
WHSmith,2,Older Adult (56+),Joyride,178,1691.0,591.8499999999999
WHSmith,2,Older Adult (56+),Stranglehold,53,503.5,176.225
WHSmith,3,Teen (13-19),The Girl Next Door,83,788.5,275.97499999999997
WHSmith,3,Teen (13-19),Off Season,90,855.0,299.25
WHSmith,3,Teen (13-19),Offspring,81,769.5,269.325
WHSmith,3,Teen (13-19),Red,134,1273.0,445.54999999999995
WHSmith,3,Teen (13-19),The Lost,22,209.0,73.14999999999999
WHSmith,3,Teen (13-19),Ladies Night,129,1225.5,428.92499999999995
WHSmith,3,Teen (13-19),Joyride,84,798.0,279.29999999999995
WHSmith,3,Teen (13-19),Stranglehold,33,313.5,109.725
WHSmith,3,Young Adult (20-35),The Girl Next Door,67,636.5,222.77499999999998
WHSmith,3,Young Adult (20-35),Off Season,186,1767.0,618.4499999999999
WHSmith,3,Young Adult (20-35),Offspring,82,779.0,272.65
WHSmith,3,Young Adult (20-35),Red,151,1434.5,502.075
WHSmith,3,Young Adult (20-35),The Lost,145,1377.5,482.12499999999994
WHSmith,3,Young Adult (20-35),Ladies Night,91,864.5,302.575
WHSmith,3,Young Adult (20-35),Joyride,168,1596.0,558.5999999999999
WHSmith,3,Young Adult (20-35),Stranglehold,108,1026.0,359.09999999999997
WHSmith,3,Adult (36-55),The Girl Next Door,146,1387.0,485.45
WHSmith,3,Adult (36-55),Off Season,98,931.0,325.84999999999997
WHSmith,3,Adult (36-55),Offspring,36,342.0,119.69999999999999
WHSmith,3,Adult (36-55),Red,89,845.5,295.92499999999995
WHSmith,3,Adult (36-55),The Lost,56,532.0,186.2
WHSmith,3,Adult (36-55),Ladies Night,118,1121.0,392.34999999999997
WHSmith,3,Adult (36-55),Joyride,35,332.5,116.37499999999999
WHSmith,3,Adult (36-55),Stranglehold,55,522.5,182.875
WHSmith,3,Older Adult (56+),The Girl Next Door,189,1795.5,628.425
WHSmith,3,Older Adult (56+),Off Season,156,1482.0,518.6999999999999
WHSmith,3,Older Adult (56+),Offspring,40,380.0,133.0
WHSmith,3,Older Adult (56+),Red,144,1368.0,478.79999999999995
WHSmith,3,Older Adult (56+),The Lost,72,684.0,239.39999999999998
WHSmith,3,Older Adult (56+),Ladies Night,55,522.5,182.875
WHSmith,3,Older Adult (56+),Joyride,138,1311.0,458.84999999999997
WHSmith,3,Older Adult (56+),Stranglehold,42,399.0,139.64999999999998
WHSmith,4,Teen (13-19),The Girl Next Door,162,1539.0,538.65
WHSmith,4,Teen (13-19),Off Season,98,931.0,325.84999999999997
WHSmith,4,Teen (13-19),Offspring,129,1225.5,428.92499999999995
WHSmith,4,Teen (13-19),Red,52,494.0,172.89999999999998
WHSmith,4,Teen (13-19),The Lost,190,1805.0,631.75
WHSmith,4,Teen (13-19),Ladies Night,42,399.0,139.64999999999998
WHSmith,4,Teen (13-19),Joyride,69,655.5,229.42499999999998
WHSmith,4,Teen (13-19),Stranglehold,131,1244.5,435.575
WHSmith,4,Young Adult (20-35),The Girl Next Door,167,1586.5,555.275
WHSmith,4,Young Adult (20-35),Off Season,142,1349.0,472.15
WHSmith,4,Young Adult (20-35),Offspring,28,266.0,93.1
WHSmith,4,Young Adult (20-35),Red,49,465.5,162.92499999999998
WHSmith,4,Young Adult (20-35),The Lost,109,1035.5,362.42499999999995
WHSmith,4,Young Adult (20-35),Ladies Night,25,237.5,83.125
WHSmith,4,Young Adult (20-35),Joyride,39,370.5,129.67499999999998
WHSmith,4,Young Adult (20-35),Stranglehold,81,769.5,269.325
WHSmith,4,Adult (36-55),The Girl Next Door,150,1425.0,498.74999999999994
WHSmith,4,Adult (36-55),Off Season,151,1434.5,502.075
WHSmith,4,Adult (36-55),Offspring,34,323.0,113.05
WHSmith,4,Adult (36-55),Red,194,1843.0,645.05
WHSmith,4,Adult (36-55),The Lost,91,864.5,302.575
WHSmith,4,Adult (36-55),Ladies Night,70,665.0,232.74999999999997
WHSmith,4,Adult (36-55),Joyride,173,1643.5,575.2249999999999
WHSmith,4,Adult (36-55),Stranglehold,175,1662.5,581.875
WHSmith,4,Older Adult (56+),The Girl Next Door,66,627.0,219.45
WHSmith,4,Older Adult (56+),Off Season,187,1776.5,621.775
WHSmith,4,Older Adult (56+),Offspring,73,693.5,242.725
WHSmith,4,Older Adult (56+),Red,136,1292.0,452.2
WHSmith,4,Older Adult (56+),The Lost,112,1064.0,372.4
WHSmith,4,Older Adult (56+),Ladies Night,94,893.0,312.54999999999995
WHSmith,4,Older Adult (56+),Joyride,50,475.0,166.25
WHSmith,4,Older Adult (56+),Stranglehold,127,1206.5,422.275
WHSmith,5,Teen (13-19),The Girl Next Door,193,1833.5,641.7249999999999
WHSmith,5,Teen (13-19),Off Season,94,893.0,312.54999999999995
WHSmith,5,Teen (13-19),Offspring,147,1396.5,488.775
WHSmith,5,Teen (13-19),Red,82,779.0,272.65
WHSmith,5,Teen (13-19),The Lost,172,1634.0,571.9
WHSmith,5,Teen (13-19),Ladies Night,94,893.0,312.54999999999995
WHSmith,5,Teen (13-19),Joyride,190,1805.0,631.75
WHSmith,5,Teen (13-19),Stranglehold,150,1425.0,498.74999999999994
WHSmith,5,Young Adult (20-35),The Girl Next Door,182,1729.0,605.15
WHSmith,5,Young Adult (20-35),Off Season,48,456.0,159.6
WHSmith,5,Young Adult (20-35),Offspring,172,1634.0,571.9
WHSmith,5,Young Adult (20-35),Red,135,1282.5,448.87499999999994
WHSmith,5,Young Adult (20-35),The Lost,77,731.5,256.025
WHSmith,5,Young Adult (20-35),Ladies Night,25,237.5,83.125
WHSmith,5,Young Adult (20-35),Joyride,68,646.0,226.1
WHSmith,5,Young Adult (20-35),Stranglehold,156,1482.0,518.6999999999999
WHSmith,5,Adult (36-55),The Girl Next Door,55,522.5,182.875
WHSmith,5,Adult (36-55),Off Season,79,750.5,262.675
WHSmith,5,Adult (36-55),Offspring,87,826.5,289.275
WHSmith,5,Adult (36-55),Red,145,1377.5,482.12499999999994
WHSmith,5,Adult (36-55),The Lost,175,1662.5,581.875
WHSmith,5,Adult (36-55),Ladies Night,78,741.0,259.34999999999997
WHSmith,5,Adult (36-55),Joyride,98,931.0,325.84999999999997
WHSmith,5,Adult (36-55),Stranglehold,191,1814.5,635.0749999999999
WHSmith,5,Older Adult (56+),The Girl Next Door,192,1824.0,638.4
WHSmith,5,Older Adult (56+),Off Season,173,1643.5,575.2249999999999
WHSmith,5,Older Adult (56+),Offspring,157,1491.5,522.025
WHSmith,5,Older Adult (56+),Red,96,912.0,319.2
WHSmith,5,Older Adult (56+),The Lost,148,1406.0,492.09999999999997
WHSmith,5,Older Adult (56+),Ladies Night,119,1130.5,395.67499999999995
WHSmith,5,Older Adult (56+),Joyride,21,199.5,69.82499999999999
WHSmith,5,Older Adult (56+),Stranglehold,115,1092.5,382.375
WHSmith,6,Teen (13-19),The Girl Next Door,97,921.5,322.525
WHSmith,6,Teen (13-19),Off Season,154,1463.0,512.05
WHSmith,6,Teen (13-19),Offspring,33,313.5,109.725
WHSmith,6,Teen (13-19),Red,39,370.5,129.67499999999998
WHSmith,6,Teen (13-19),The Lost,102,969.0,339.15
WHSmith,6,Teen (13-19),Ladies Night,128,1216.0,425.59999999999997
WHSmith,6,Teen (13-19),Joyride,186,1767.0,618.4499999999999
WHSmith,6,Teen (13-19),Stranglehold,157,1491.5,522.025
WHSmith,6,Young Adult (20-35),The Girl Next Door,113,1073.5,375.72499999999997
WHSmith,6,Young Adult (20-35),Off Season,25,237.5,83.125
WHSmith,6,Young Adult (20-35),Offspring,129,1225.5,428.92499999999995
WHSmith,6,Young Adult (20-35),Red,82,779.0,272.65
WHSmith,6,Young Adult (20-35),The Lost,44,418.0,146.29999999999998
WHSmith,6,Young Adult (20-35),Ladies Night,51,484.5,169.575
WHSmith,6,Young Adult (20-35),Joyride,54,513.0,179.54999999999998
WHSmith,6,Young Adult (20-35),Stranglehold,156,1482.0,518.6999999999999
WHSmith,6,Adult (36-55),The Girl Next Door,40,380.0,133.0
WHSmith,6,Adult (36-55),Off Season,38,361.0,126.35
WHSmith,6,Adult (36-55),Offspring,34,323.0,113.05
WHSmith,6,Adult (36-55),Red,63,598.5,209.475
WHSmith,6,Adult (36-55),The Lost,130,1235.0,432.25
WHSmith,6,Adult (36-55),Ladies Night,38,361.0,126.35
WHSmith,6,Adult (36-55),Joyride,84,798.0,279.29999999999995
WHSmith,6,Adult (36-55),Stranglehold,183,1738.5,608.4749999999999
WHSmith,6,Older Adult (56+),The Girl Next Door,129,1225.5,428.92499999999995
WHSmith,6,Older Adult (56+),Off Season,46,437.0,152.95
WHSmith,6,Older Adult (56+),Offspring,199,1890.5,661.675
WHSmith,6,Older Adult (56+),Red,180,1710.0,598.5
WHSmith,6,Older Adult (56+),The Lost,175,1662.5,581.875
WHSmith,6,Older Adult (56+),Ladies Night,163,1548.5,541.9749999999999
WHSmith,6,Older Adult (56+),Joyride,177,1681.5,588.525
WHSmith,6,Older Adult (56+),Stranglehold,152,1444.0,505.4
WHSmith,7,Teen (13-19),The Girl Next Door,36,342.0,119.69999999999999
WHSmith,7,Teen (13-19),Off Season,129,1225.5,428.92499999999995
WHSmith,7,Teen (13-19),Offspring,143,1358.5,475.47499999999997
WHSmith,7,Teen (13-19),Red,139,1320.5,462.17499999999995
WHSmith,7,Teen (13-19),The Lost,145,1377.5,482.12499999999994
WHSmith,7,Teen (13-19),Ladies Night,173,1643.5,575.2249999999999
WHSmith,7,Teen (13-19),Joyride,156,1482.0,518.6999999999999
WHSmith,7,Teen (13-19),Stranglehold,55,522.5,182.875
WHSmith,7,Young Adult (20-35),The Girl Next Door,125,1187.5,415.625
WHSmith,7,Young Adult (20-35),Off Season,127,1206.5,422.275
WHSmith,7,Young Adult (20-35),Offspring,87,826.5,289.275
WHSmith,7,Young Adult (20-35),Red,54,513.0,179.54999999999998
WHSmith,7,Young Adult (20-35),The Lost,38,361.0,126.35
WHSmith,7,Young Adult (20-35),Ladies Night,30,285.0,99.75
WHSmith,7,Young Adult (20-35),Joyride,34,323.0,113.05
WHSmith,7,Young Adult (20-35),Stranglehold,68,646.0,226.1
WHSmith,7,Adult (36-55),The Girl Next Door,70,665.0,232.74999999999997
WHSmith,7,Adult (36-55),Off Season,20,190.0,66.5
WHSmith,7,Adult (36-55),Offspring,90,855.0,299.25
WHSmith,7,Adult (36-55),Red,173,1643.5,575.2249999999999
WHSmith,7,Adult (36-55),The Lost,99,940.5,329.17499999999995
WHSmith,7,Adult (36-55),Ladies Night,49,465.5,162.92499999999998
WHSmith,7,Adult (36-55),Joyride,146,1387.0,485.45
WHSmith,7,Adult (36-55),Stranglehold,26,247.0,86.44999999999999
WHSmith,7,Older Adult (56+),The Girl Next Door,169,1605.5,561.925
WHSmith,7,Older Adult (56+),Off Season,135,1282.5,448.87499999999994
WHSmith,7,Older Adult (56+),Offspring,133,1263.5,442.22499999999997
WHSmith,7,Older Adult (56+),Red,55,522.5,182.875
WHSmith,7,Older Adult (56+),The Lost,55,522.5,182.875
WHSmith,7,Older Adult (56+),Ladies Night,89,845.5,295.92499999999995
WHSmith,7,Older Adult (56+),Joyride,133,1263.5,442.22499999999997
WHSmith,7,Older Adult (56+),Stranglehold,37,351.5,123.02499999999999
WHSmith,8,Teen (13-19),The Girl Next Door,119,1130.5,395.67499999999995
WHSmith,8,Teen (13-19),Off Season,30,285.0,99.75
WHSmith,8,Teen (13-19),Offspring,100,950.0,332.5
WHSmith,8,Teen (13-19),Red,149,1415.5,495.42499999999995
WHSmith,8,Teen (13-19),The Lost,152,1444.0,505.4
WHSmith,8,Teen (13-19),Ladies Night,73,693.5,242.725
WHSmith,8,Teen (13-19),Joyride,29,275.5,96.425
WHSmith,8,Teen (13-19),Stranglehold,105,997.5,349.125
WHSmith,8,Young Adult (20-35),The Girl Next Door,65,617.5,216.125
WHSmith,8,Young Adult (20-35),Off Season,37,351.5,123.02499999999999
WHSmith,8,Young Adult (20-35),Offspring,77,731.5,256.025
WHSmith,8,Young Adult (20-35),Red,188,1786.0,625.0999999999999
WHSmith,8,Young Adult (20-35),The Lost,133,1263.5,442.22499999999997
WHSmith,8,Young Adult (20-35),Ladies Night,98,931.0,325.84999999999997
WHSmith,8,Young Adult (20-35),Joyride,105,997.5,349.125
WHSmith,8,Young Adult (20-35),Stranglehold,169,1605.5,561.925
WHSmith,8,Adult (36-55),The Girl Next Door,83,788.5,275.97499999999997
WHSmith,8,Adult (36-55),Off Season,174,1653.0,578.55
WHSmith,8,Adult (36-55),Offspring,192,1824.0,638.4
WHSmith,8,Adult (36-55),Red,44,418.0,146.29999999999998
WHSmith,8,Adult (36-55),The Lost,51,484.5,169.575
WHSmith,8,Adult (36-55),Ladies Night,61,579.5,202.825
WHSmith,8,Adult (36-55),Joyride,75,712.5,249.37499999999997
WHSmith,8,Adult (36-55),Stranglehold,46,437.0,152.95
WHSmith,8,Older Adult (56+),The Girl Next Door,127,1206.5,422.275
WHSmith,8,Older Adult (56+),Off Season,136,1292.0,452.2
WHSmith,8,Older Adult (56+),Offspring,170,1615.0,565.25
WHSmith,8,Older Adult (56+),Red,147,1396.5,488.775
WHSmith,8,Older Adult (56+),The Lost,140,1330.0,465.49999999999994
WHSmith,8,Older Adult (56+),Ladies Night,185,1757.5,615.125
WHSmith,8,Older Adult (56+),Joyride,91,864.5,302.575
WHSmith,8,Older Adult (56+),Stranglehold,89,845.5,295.92499999999995
WHSmith,9,Teen (13-19),The Girl Next Door,181,1719.5,601.8249999999999
WHSmith,9,Teen (13-19),Off Season,182,1729.0,605.15
WHSmith,9,Teen (13-19),Offspring,131,1244.5,435.575
WHSmith,9,Teen (13-19),Red,129,1225.5,428.92499999999995
WHSmith,9,Teen (13-19),The Lost,133,1263.5,442.22499999999997
WHSmith,9,Teen (13-19),Ladies Night,117,1111.5,389.025
WHSmith,9,Teen (13-19),Joyride,32,304.0,106.39999999999999
WHSmith,9,Teen (13-19),Stranglehold,59,560.5,196.17499999999998
WHSmith,9,Young Adult (20-35),The Girl Next Door,55,522.5,182.875
WHSmith,9,Young Adult (20-35),Off Season,144,1368.0,478.79999999999995
WHSmith,9,Young Adult (20-35),Offspring,69,655.5,229.42499999999998
WHSmith,9,Young Adult (20-35),Red,155,1472.5,515.375
WHSmith,9,Young Adult (20-35),The Lost,134,1273.0,445.54999999999995
WHSmith,9,Young Adult (20-35),Ladies Night,175,1662.5,581.875
WHSmith,9,Young Adult (20-35),Joyride,89,845.5,295.92499999999995
WHSmith,9,Young Adult (20-35),Stranglehold,88,836.0,292.59999999999997
WHSmith,9,Adult (36-55),The Girl Next Door,43,408.5,142.975
WHSmith,9,Adult (36-55),Off Season,69,655.5,229.42499999999998
WHSmith,9,Adult (36-55),Offspring,96,912.0,319.2
WHSmith,9,Adult (36-55),Red,173,1643.5,575.2249999999999
WHSmith,9,Adult (36-55),The Lost,140,1330.0,465.49999999999994
WHSmith,9,Adult (36-55),Ladies Night,44,418.0,146.29999999999998
WHSmith,9,Adult (36-55),Joyride,45,427.5,149.625
WHSmith,9,Adult (36-55),Stranglehold,130,1235.0,432.25
WHSmith,9,Older Adult (56+),The Girl Next Door,150,1425.0,498.74999999999994
WHSmith,9,Older Adult (56+),Off Season,30,285.0,99.75
WHSmith,9,Older Adult (56+),Offspring,143,1358.5,475.47499999999997
WHSmith,9,Older Adult (56+),Red,154,1463.0,512.05
WHSmith,9,Older Adult (56+),The Lost,79,750.5,262.675
WHSmith,9,Older Adult (56+),Ladies Night,100,950.0,332.5
WHSmith,9,Older Adult (56+),Joyride,40,380.0,133.0
WHSmith,9,Older Adult (56+),Stranglehold,160,1520.0,532.0
WHSmith,10,Teen (13-19),The Girl Next Door,127,1206.5,422.275
WHSmith,10,Teen (13-19),Off Season,64,608.0,212.79999999999998
WHSmith,10,Teen (13-19),Offspring,174,1653.0,578.55
WHSmith,10,Teen (13-19),Red,56,532.0,186.2
WHSmith,10,Teen (13-19),The Lost,28,266.0,93.1
WHSmith,10,Teen (13-19),Ladies Night,135,1282.5,448.87499999999994
WHSmith,10,Teen (13-19),Joyride,30,285.0,99.75
WHSmith,10,Teen (13-19),Stranglehold,186,1767.0,618.4499999999999
WHSmith,10,Young Adult (20-35),The Girl Next Door,43,408.5,142.975
WHSmith,10,Young Adult (20-35),Off Season,179,1700.5,595.175
WHSmith,10,Young Adult (20-35),Offspring,139,1320.5,462.17499999999995
WHSmith,10,Young Adult (20-35),Red,92,874.0,305.9
WHSmith,10,Young Adult (20-35),The Lost,120,1140.0,399.0
WHSmith,10,Young Adult (20-35),Ladies Night,187,1776.5,621.775
WHSmith,10,Young Adult (20-35),Joyride,101,959.5,335.825
WHSmith,10,Young Adult (20-35),Stranglehold,195,1852.5,648.375
WHSmith,10,Adult (36-55),The Girl Next Door,72,684.0,239.39999999999998
WHSmith,10,Adult (36-55),Off Season,77,731.5,256.025
WHSmith,10,Adult (36-55),Offspring,60,570.0,199.5
WHSmith,10,Adult (36-55),Red,190,1805.0,631.75
WHSmith,10,Adult (36-55),The Lost,135,1282.5,448.87499999999994
WHSmith,10,Adult (36-55),Ladies Night,58,551.0,192.85
WHSmith,10,Adult (36-55),Joyride,60,570.0,199.5
WHSmith,10,Adult (36-55),Stranglehold,86,817.0,285.95
WHSmith,10,Older Adult (56+),The Girl Next Door,141,1339.5,468.825
WHSmith,10,Older Adult (56+),Off Season,46,437.0,152.95
WHSmith,10,Older Adult (56+),Offspring,189,1795.5,628.425
WHSmith,10,Older Adult (56+),Red,109,1035.5,362.42499999999995
WHSmith,10,Older Adult (56+),The Lost,171,1624.5,568.5749999999999
WHSmith,10,Older Adult (56+),Ladies Night,181,1719.5,601.8249999999999
WHSmith,10,Older Adult (56+),Joyride,106,1007.0,352.45
WHSmith,10,Older Adult (56+),Stranglehold,87,826.5,289.275
WHSmith,11,Teen (13-19),The Girl Next Door,59,560.5,196.17499999999998
WHSmith,11,Teen (13-19),Off Season,71,674.5,236.075
WHSmith,11,Teen (13-19),Offspring,94,893.0,312.54999999999995
WHSmith,11,Teen (13-19),Red,149,1415.5,495.42499999999995
WHSmith,11,Teen (13-19),The Lost,93,883.5,309.22499999999997
WHSmith,11,Teen (13-19),Ladies Night,148,1406.0,492.09999999999997
WHSmith,11,Teen (13-19),Joyride,175,1662.5,581.875
WHSmith,11,Teen (13-19),Stranglehold,112,1064.0,372.4
WHSmith,11,Young Adult (20-35),The Girl Next Door,135,1282.5,448.87499999999994
WHSmith,11,Young Adult (20-35),Off Season,145,1377.5,482.12499999999994
WHSmith,11,Young Adult (20-35),Offspring,194,1843.0,645.05
WHSmith,11,Young Adult (20-35),Red,133,1263.5,442.22499999999997
WHSmith,11,Young Adult (20-35),The Lost,87,826.5,289.275
WHSmith,11,Young Adult (20-35),Ladies Night,148,1406.0,492.09999999999997
WHSmith,11,Young Adult (20-35),Joyride,119,1130.5,395.67499999999995
WHSmith,11,Young Adult (20-35),Stranglehold,143,1358.5,475.47499999999997
WHSmith,11,Adult (36-55),The Girl Next Door,174,1653.0,578.55
WHSmith,11,Adult (36-55),Off Season,144,1368.0,478.79999999999995
WHSmith,11,Adult (36-55),Offspring,43,408.5,142.975
WHSmith,11,Adult (36-55),Red,169,1605.5,561.925
WHSmith,11,Adult (36-55),The Lost,191,1814.5,635.0749999999999
WHSmith,11,Adult (36-55),Ladies Night,158,1501.0,525.35
WHSmith,11,Adult (36-55),Joyride,109,1035.5,362.42499999999995
WHSmith,11,Adult (36-55),Stranglehold,186,1767.0,618.4499999999999
WHSmith,11,Older Adult (56+),The Girl Next Door,43,408.5,142.975
WHSmith,11,Older Adult (56+),Off Season,130,1235.0,432.25
WHSmith,11,Older Adult (56+),Offspring,116,1102.0,385.7
WHSmith,11,Older Adult (56+),Red,42,399.0,139.64999999999998
WHSmith,11,Older Adult (56+),The Lost,128,1216.0,425.59999999999997
WHSmith,11,Older Adult (56+),Ladies Night,181,1719.5,601.8249999999999
WHSmith,11,Older Adult (56+),Joyride,97,921.5,322.525
WHSmith,11,Older Adult (56+),Stranglehold,89,845.5,295.92499999999995
WHSmith,12,Teen (13-19),The Girl Next Door,184,1748.0,611.8
WHSmith,12,Teen (13-19),Off Season,49,465.5,162.92499999999998
WHSmith,12,Teen (13-19),Offspring,21,199.5,69.82499999999999
WHSmith,12,Teen (13-19),Red,40,380.0,133.0
WHSmith,12,Teen (13-19),The Lost,72,684.0,239.39999999999998
WHSmith,12,Teen (13-19),Ladies Night,174,1653.0,578.55
WHSmith,12,Teen (13-19),Joyride,94,893.0,312.54999999999995
WHSmith,12,Teen (13-19),Stranglehold,26,247.0,86.44999999999999
WHSmith,12,Young Adult (20-35),The Girl Next Door,94,893.0,312.54999999999995
WHSmith,12,Young Adult (20-35),Off Season,24,228.0,79.8
WHSmith,12,Young Adult (20-35),Offspring,36,342.0,119.69999999999999
WHSmith,12,Young Adult (20-35),Red,115,1092.5,382.375
WHSmith,12,Young Adult (20-35),The Lost,61,579.5,202.825
WHSmith,12,Young Adult (20-35),Ladies Night,100,950.0,332.5
WHSmith,12,Young Adult (20-35),Joyride,56,532.0,186.2
WHSmith,12,Young Adult (20-35),Stranglehold,119,1130.5,395.67499999999995
WHSmith,12,Adult (36-55),The Girl Next Door,113,1073.5,375.72499999999997
WHSmith,12,Adult (36-55),Off Season,125,1187.5,415.625
WHSmith,12,Adult (36-55),Offspring,191,1814.5,635.0749999999999
WHSmith,12,Adult (36-55),Red,186,1767.0,618.4499999999999
WHSmith,12,Adult (36-55),The Lost,130,1235.0,432.25
WHSmith,12,Adult (36-55),Ladies Night,121,1149.5,402.325
WHSmith,12,Adult (36-55),Joyride,199,1890.5,661.675
WHSmith,12,Adult (36-55),Stranglehold,163,1548.5,541.9749999999999
WHSmith,12,Older Adult (56+),The Girl Next Door,137,1301.5,455.525
WHSmith,12,Older Adult (56+),Off Season,172,1634.0,571.9
WHSmith,12,Older Adult (56+),Offspring,175,1662.5,581.875
WHSmith,12,Older Adult (56+),Red,194,1843.0,645.05
WHSmith,12,Older Adult (56+),The Lost,176,1672.0,585.1999999999999
WHSmith,12,Older Adult (56+),Ladies Night,146,1387.0,485.45
WHSmith,12,Older Adult (56+),Joyride,42,399.0,139.64999999999998
